Trial,MSE,Subject
5,2.4650578367285987,DP088_PMA_allTrials.csv
6,1.184313974928113,DP088_PMA_allTrials.csv
7,6.0459539099155775,DP088_PMA_allTrials.csv
8,1.3228993401041225,DP088_PMA_allTrials.csv
9,0.3611999492812667,DP088_PMA_allTrials.csv
10,2.1925744168093457,DP088_PMA_allTrials.csv
11,0.26843357286721825,DP088_PMA_allTrials.csv
12,0.6597192526737872,DP088_PMA_allTrials.csv
13,0.04387757236444962,DP088_PMA_allTrials.csv
14,0.11192945748555337,DP088_PMA_allTrials.csv
15,0.11417898225781822,DP088_PMA_allTrials.csv
16,0.013020502693033235,DP088_PMA_allTrials.csv
17,0.5162138497987846,DP088_PMA_allTrials.csv
18,0.48824770886435825,DP088_PMA_allTrials.csv
19,1.7124989442569043,DP088_PMA_allTrials.csv
20,0.021993880869695115,DP088_PMA_allTrials.csv
21,1.1792446823235685,DP088_PMA_allTrials.csv
22,0.19980088393208875,DP088_PMA_allTrials.csv
23,0.097048895551927,DP088_PMA_allTrials.csv
24,0.5117532161340365,DP088_PMA_allTrials.csv
25,0.4352202202827257,DP088_PMA_allTrials.csv
26,0.08772174074309305,DP088_PMA_allTrials.csv
27,0.08652106203413006,DP088_PMA_allTrials.csv
1,3.7715307678292076,DP090_PMA_allTrials.csv
2,1.0879569008514451,DP090_PMA_allTrials.csv
3,3.4304964459656246,DP090_PMA_allTrials.csv
4,18.387081196221576,DP090_PMA_allTrials.csv
5,6.474456725853562,DP090_PMA_allTrials.csv
6,6.168520012528648,DP090_PMA_allTrials.csv
7,1.7655326548365096,DP090_PMA_allTrials.csv
8,1.553599132346975,DP090_PMA_allTrials.csv
9,0.5779268753735758,DP090_PMA_allTrials.csv
10,5.827332990368115,DP090_PMA_allTrials.csv
11,15.37920646909599,DP090_PMA_allTrials.csv
12,20.55805695984883,DP090_PMA_allTrials.csv
13,5.9811463443530375,DP090_PMA_allTrials.csv
14,23.163176580394346,DP090_PMA_allTrials.csv
15,0.9835771274133766,DP090_PMA_allTrials.csv
16,8.856439912708076,DP090_PMA_allTrials.csv
17,0.16975070033053127,DP090_PMA_allTrials.csv
18,0.06485857299447968,DP090_PMA_allTrials.csv
19,1.3654966795622752,DP090_PMA_allTrials.csv
20,2.046028074748713,DP090_PMA_allTrials.csv
21,2.1972966255381823,DP090_PMA_allTrials.csv
22,1.1166530032724298,DP090_PMA_allTrials.csv
23,0.39108463923597225,DP090_PMA_allTrials.csv
24,5.676337348002342,DP090_PMA_allTrials.csv
25,12.190999113033937,DP090_PMA_allTrials.csv
26,2.0300640719130856,DP090_PMA_allTrials.csv
27,1.5662298863552824,DP090_PMA_allTrials.csv
